candidate_id,rank,score,reasoning
CAND_0025882,59,10.9381,"5.6 yrs exp as Senior Software Engineer (ML). Highly responsive (79%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10938.1, ""personality"": {""conscientiousness"": 82, ""openness"": 80, ""extraversion"": 67, ""agreeableness"": 64}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10938.1. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (82%) and openness (80%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""MLflow"", ""scikit-learn"", ""Kubeflow"", ""FAISS"", ""Feature Engineering""]}"
CAND_0088526,60,10.793,"4.6 yrs exp as Senior Software Engineer (ML). Highly responsive (80%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""\ud83d\udcc8 High Velocity"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10793.0, ""personality"": {""conscientiousness"": 78, ""openness"": 37, ""extraversion"": 87, ""agreeableness"": 50}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 4.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10793.0. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (78%) and openness (37%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire. Fast-track promotions detected. They are highly responsive and ready to interview."", ""skills"": [""Reinforcement Learning"", ""Node.js"", ""LangChain"", ""MLOps"", ""CSS""]}"
CAND_0008218,61,10.7913,"7.0 yrs exp as Senior Software Engineer (ML). Highly responsive (39%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10791.3, ""personality"": {""conscientiousness"": 61, ""openness"": 27, ""extraversion"": 49, ""agreeableness"": 44}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 7.0 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10791.3. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (61%) and openness (27%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""TensorFlow"", ""Forecasting"", ""SQL"", ""OpenCV"", ""Statistical Modeling""]}"
CAND_0074648,62,10.7554,"4.1 yrs exp as AI Research Engineer. Highly responsive (82%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10755.4, ""personality"": {""conscientiousness"": 76, ""openness"": 40, ""extraversion"": 19, ""agreeableness"": 51}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 4.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10755.4. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (76%) and openness (40%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""PyTorch"", ""Weights & Biases"", ""Data Science"", ""LangChain"", ""Forecasting""]}"
CAND_0007008,63,10.5715,"3.7 yrs exp as Senior Software Engineer (ML). Highly responsive (66%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10571.5, ""personality"": {""conscientiousness"": 80, ""openness"": 87, ""extraversion"": 43, ""agreeableness"": 58}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.7 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10571.5. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (80%) and openness (87%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""LlamaIndex"", ""Learning to Rank"", ""BentoML"", ""GANs"", ""TensorFlow""]}"
CAND_0091348,64,10.5683,"3.7 yrs exp as Senior Software Engineer (ML). Highly responsive (86%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10568.3, ""personality"": {""conscientiousness"": 76, ""openness"": 87, ""extraversion"": 19, ""agreeableness"": 68}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.7 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10568.3. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (76%) and openness (87%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""MLflow"", ""Feature Engineering"", ""Time Series"", ""Qdrant"", ""YOLO""]}"
CAND_0009516,65,10.5664,"6.9 yrs exp as AI Specialist. Highly responsive (34%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10566.4, ""personality"": {""conscientiousness"": 62, ""openness"": 75, ""extraversion"": 87, ""agreeableness"": 67}, ""exec_summary"": ""The candidate is a highly qualified AI Specialist with 6.9 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10566.4. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (62%) and openness (75%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Pinecone"", ""BentoML"", ""AWS"", ""LangChain"", ""Object Detection""]}"
CAND_0013665,66,10.5315,"5.2 yrs exp as Senior Software Engineer (ML). Highly responsive (73%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10531.5, ""personality"": {""conscientiousness"": 87, ""openness"": 80, ""extraversion"": 29, ""agreeableness"": 86}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.2 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10531.5. Beyond technical skills, they exhibit an exceptionally stable career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (87%) and openness (80%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Image Classification"", ""FastAPI"", ""Learning to Rank"", ""ASR"", ""Terraform""]}"
CAND_0088878,67,10.5039,"4.4 yrs exp as Senior Software Engineer (ML). Highly responsive (31%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10503.9, ""personality"": {""conscientiousness"": 67, ""openness"": 80, ""extraversion"": 59, ""agreeableness"": 25}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 4.4 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10503.9. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (67%) and openness (80%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Statistical Modeling"", ""MLOps"", ""Embeddings"", ""TensorFlow"", ""Hugging Face Transformers""]}"
CAND_0060315,68,10.4167,"5.4 yrs exp as Senior Software Engineer (ML). Highly responsive (63%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10416.7, ""personality"": {""conscientiousness"": 74, ""openness"": 95, ""extraversion"": 49, ""agreeableness"": 41}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.4 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10416.7. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (74%) and openness (95%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Computer Vision"", ""Milvus"", ""Reinforcement Learning"", ""Hugging Face Transformers"", ""Fine-tuning LLMs""]}"
CAND_0002344,69,10.2695,"4.7 yrs exp as Senior Software Engineer (ML). Highly responsive (83%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10269.5, ""personality"": {""conscientiousness"": 90, ""openness"": 45, ""extraversion"": 60, ""agreeableness"": 51}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 4.7 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10269.5. Beyond technical skills, they exhibit an exceptionally stable career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (90%) and openness (45%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""NLP"", ""TensorFlow"", ""Django"", ""Pinecone"", ""MLOps""]}"
CAND_0072032,70,10.2666,"6.1 yrs exp as AI Specialist. Highly responsive (38%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10266.6, ""personality"": {""conscientiousness"": 75, ""openness"": 37, ""extraversion"": 55, ""agreeableness"": 44}, ""exec_summary"": ""The candidate is a highly qualified AI Specialist with 6.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10266.6. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (75%) and openness (37%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Pinecone"", ""Object Detection"", ""Java"", ""Milvus"", ""Statistical Modeling""]}"
CAND_0003841,71,10.2302,"5.0 yrs exp as ML Engineer. Highly responsive (71%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10230.2, ""personality"": {""conscientiousness"": 67, ""openness"": 40, ""extraversion"": 63, ""agreeableness"": 85}, ""exec_summary"": ""The candidate is a highly qualified ML Engineer with 5.0 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10230.2. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (67%) and openness (40%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Airflow"", ""Spring Boot"", ""Diffusion Models"", ""Statistical Modeling"", ""Pinecone""]}"
CAND_0010541,72,10.2002,"6.2 yrs exp as AI Research Engineer. Highly responsive (59%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10200.2, ""personality"": {""conscientiousness"": 78, ""openness"": 90, ""extraversion"": 29, ""agreeableness"": 54}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 6.2 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10200.2. Beyond technical skills, they exhibit an exceptionally stable career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (78%) and openness (90%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Pinecone"", ""GANs"", ""Weaviate"", ""Computer Vision"", ""TTS""]}"
CAND_0046313,73,10.1673,"5.8 yrs exp as Senior Software Engineer (ML). Highly responsive (45%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 10167.3, ""personality"": {""conscientiousness"": 73, ""openness"": 87, ""extraversion"": 68, ""agreeableness"": 47}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.8 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10167.3. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (73%) and openness (87%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""YOLO"", ""Fine-tuning LLMs"", ""CNN"", ""LangChain"", ""pgvector""]}"
CAND_0060835,74,10.1064,"6.6 yrs exp as Senior Software Engineer (ML). Highly responsive (32%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10106.4, ""personality"": {""conscientiousness"": 65, ""openness"": 37, ""extraversion"": 90, ""agreeableness"": 26}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 6.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10106.4. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (65%) and openness (37%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""SQL"", ""Flask"", ""Reinforcement Learning"", ""PyTorch"", ""Forecasting""]}"
CAND_0043860,75,10.0864,"6.1 yrs exp as Junior ML Engineer. Highly responsive (81%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10086.4, ""personality"": {""conscientiousness"": 91, ""openness"": 35, ""extraversion"": 49, ""agreeableness"": 90}, ""exec_summary"": ""The candidate is a highly qualified Junior ML Engineer with 6.1 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10086.4. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (91%) and openness (35%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""pgvector"", ""Feature Engineering"", ""Object Detection"", ""Semantic Search"", ""Information Retrieval""]}"
CAND_0070525,76,10.0298,"5.4 yrs exp as Senior Software Engineer (ML). Highly responsive (93%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10029.8, ""personality"": {""conscientiousness"": 96, ""openness"": 80, ""extraversion"": 59, ""agreeableness"": 71}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.4 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10029.8. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (96%) and openness (80%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Apache Beam"", ""Recommendation Systems"", ""Feature Engineering"", ""Python"", ""GANs""]}"
CAND_0052498,77,10.016,"4.7 yrs exp as ML Engineer. Highly responsive (28%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 10016.0, ""personality"": {""conscientiousness"": 68, ""openness"": 90, ""extraversion"": 68, ""agreeableness"": 39}, ""exec_summary"": ""The candidate is a highly qualified ML Engineer with 4.7 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 10016.0. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (68%) and openness (90%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""PyTorch"", ""Python"", ""OpenCV"", ""QLoRA"", ""Data Science""]}"
CAND_0064331,78,9.9531,"4.2 yrs exp as Senior Software Engineer (ML). Highly responsive (74%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 9953.1, ""personality"": {""conscientiousness"": 73, ""openness"": 37, ""extraversion"": 49, ""agreeableness"": 87}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 4.2 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9953.1. Beyond technical skills, they exhibit an exceptionally stable career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (73%) and openness (37%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""LLMs"", ""BentoML"", ""Forecasting"", ""Data Science"", ""TensorFlow""]}"
CAND_0043312,79,9.9517,"4.2 yrs exp as AI Research Engineer. Highly responsive (73%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 9951.7, ""personality"": {""conscientiousness"": 80, ""openness"": 42, ""extraversion"": 56, ""agreeableness"": 86}, ""exec_summary"": ""The candidate is a highly qualified AI Research Engineer with 4.2 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9951.7. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (80%) and openness (42%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Qdrant"", ""Image Classification"", ""Weights & Biases"", ""Data Science"", ""Feature Engineering""]}"
CAND_0075502,80,9.9517,"3.3 yrs exp as Senior Software Engineer (ML). Highly responsive (30%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 9951.7, ""personality"": {""conscientiousness"": 62, ""openness"": 45, ""extraversion"": 53, ""agreeableness"": 40}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.3 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9951.7. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (62%) and openness (45%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Qdrant"", ""Redis"", ""Computer Vision"", ""pgvector"", ""Semantic Search""]}"
CAND_0015967,81,9.8428,"5.4 yrs exp as Senior Software Engineer (ML). Highly responsive (45%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 0.8, ""modesty_score"": 1.0, ""semantic_score"": 9842.8, ""personality"": {""conscientiousness"": 59, ""openness"": 92, ""extraversion"": 63, ""agreeableness"": 72}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 5.4 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9842.8. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (59%) and openness (92%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""QLoRA"", ""YOLO"", ""Pinecone"", ""Object Detection"", ""Semantic Search""]}"
CAND_0079688,82,9.8039,"3.3 yrs exp as Senior Software Engineer (ML). Highly responsive (69%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 9803.9, ""personality"": {""conscientiousness"": 80, ""openness"": 95, ""extraversion"": 45, ""agreeableness"": 44}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.3 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9803.9. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (80%) and openness (95%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Deep Learning"", ""CNN"", ""Qdrant"", ""Haystack"", ""Sentence Transformers""]}"
CAND_0084161,83,9.7732,"3.9 yrs exp as Senior Software Engineer (ML). Highly responsive (77%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83e\uddca Passive"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 9773.2, ""personality"": {""conscientiousness"": 68, ""openness"": 80, ""extraversion"": 9, ""agreeableness"": 63}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 3.9 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9773.2. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (68%) and openness (80%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""TTS"", ""MongoDB"", ""OpenSearch"", ""Sentence Transformers"", ""Python""]}"
CAND_0012988,84,9.6886,"4.3 yrs exp as Senior Software Engineer (ML). Highly responsive (73%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 0.8, ""modesty_score"": 1.0, ""semantic_score"": 9688.6, ""personality"": {""conscientiousness"": 63, ""openness"": 32, ""extraversion"": 41, ""agreeableness"": 61}, ""exec_summary"": ""The candidate is a highly qualified Senior Software Engineer (ML) with 4.3 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9688.6. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (63%) and openness (32%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Feature Engineering"", ""Hugging Face Transformers"", ""Forecasting"", ""Speech Recognition"", ""PyTorch""]}"
CAND_0018961,85,9.6786,"5.0 yrs exp as AI Specialist. Highly responsive (26%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\u2696\ufe0f Balanced"", ""stability"": 1.2, ""modesty_score"": 1.0, ""semantic_score"": 9678.6, ""personality"": {""conscientiousness"": 58, ""openness"": 37, ""extraversion"": 51, ""agreeableness"": 38}, ""exec_summary"": ""The candidate is a highly qualified AI Specialist with 5.0 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9678.6. Beyond technical skills, they exhibit an exceptionally stable career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (58%) and openness (37%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Flask"", ""Reinforcement Learning"", ""NLP"", ""Learning to Rank"", ""Information Retrieval""]}"
CAND_0077881,86,9.616,"4.6 yrs exp as Junior ML Engineer. Highly responsive (30%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83e\uddca Passive"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 9616.0, ""personality"": {""conscientiousness"": 66, ""openness"": 42, ""extraversion"": 19, ""agreeableness"": 65}, ""exec_summary"": ""The candidate is a highly qualified Junior ML Engineer with 4.6 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9616.0. Beyond technical skills, they exhibit a dynamic career trajectory and is a focused individual contributor. Their personality matrix indicates high conscientiousness (66%) and openness (42%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Learning to Rank"", ""Weaviate"", ""Milvus"", ""Speech Recognition"", ""Airflow""]}"
CAND_0032955,87,9.3841,"5.2 yrs exp as Computer Vision Engineer. Highly responsive (26%). | XRAY:{""inflation"": ""\ud83d\udfe2 Low"", ""velocity"": ""Steady"", ""elite"": ""Standard"", ""leadership"": ""\ud83d\udd25 High (Action-Oriented)"", ""stability"": 1.0, ""modesty_score"": 1.0, ""semantic_score"": 9384.1, ""personality"": {""conscientiousness"": 51, ""openness"": 27, ""extraversion"": 77, ""agreeableness"": 38}, ""exec_summary"": ""The candidate is a highly qualified Computer Vision Engineer with 5.2 years of experience. Their semantic profile strongly aligns with the core AI requirements, scoring an elite RRF score of 9384.1. Beyond technical skills, they exhibit a dynamic career trajectory and demonstrates strong action-oriented leadership. Their personality matrix indicates high conscientiousness (51%) and openness (27%), making them an ideal culture fit for a fast-paced product company. Recommendation: Strong Hire.  They are highly responsive and ready to interview."", ""skills"": [""Fine-tuning LLMs"", ""Object Detection"", ""LangChain"", ""Project Management"", ""Data Science""]}"
